filial;referencia;categoria;subcategoria;valor_venda;qtde_estoque;status_foto;status_referencia;motivo_devolucao
loja 08;29.17137_0068;acessório;colar;198;2;com foto;ativo no site;0
loja 08;29.20594_04321;vestido;vestido;398;2;sem foto;sem foto;0
loja 08;29.16036_30020;vestido;vestido;518;2;com foto;ativo no site;0
loja 08;29.20594_04308;vestido;vestido;398;2;sem foto;sem foto;0
loja 08;29.16096_0091;bermuda /short;short;238;2;com foto;ativo no site;0
loja 08;29.17094_0005;casaco / jaqueta;casaco;258;2;com foto;foto tratamento;0
loja 08;29.17411_0005;blusa;blusa;398;2;com foto;ativo no site;0
loja 08;29.16451_0091;bermuda /short;short;258;2;com foto;ativo no site;0
loja 08;29.17039_30011;blusa;blusa;258;2;com foto;desativado;falta de padrao no tamanho
loja 08;29.16400_0024;calca;calca;258;2;com foto;desativado;falta de padrao no tamanho
loja 08;29.17431_30212;casaco / jaqueta;casaco;558;2;com foto;ativo no site;0
loja 08;29.16867_04014;vestido;vestido;398;2;com foto;desativado;falta de padrao no tamanho
loja 08;29.16729_0005;blusa;camisa;238;2;com foto;ativo no site;0
loja 08;29.17458_031;calca;calca;498;2;com foto;ativo no site;0
loja 08;29.15951_2614;casaco / jaqueta;jaqueta;598;2;com foto;ativo no site;0
loja 08;29.15885_04328;casaco / jaqueta;casaco;218;2;com foto;ativo no site;0
loja 08;29.15130_0091;bermuda /short;short;278;2;com foto;ativo no site;0
loja 08;29.04813_931;blusa;camisa;638;2;com foto;ativo no site;0
loja 08;29.13662_27578;vestido;vestido;149;2;com foto;ativo no site;0
loja 08;29.15913_0024;blusa;blusa;178;2;com foto;ativo no site;0
loja 08;29.15189_0024;blusa;blusa;138;2;sem foto;sem foto;0
loja 08;29.05896_019;saia;saia;658;2;com foto;ativo no site;0
loja 08;29.04714_931;blusa;blusa;598;2;com foto;desativado;falta de padrao no tamanho
loja 08;29.15858_30031;saia;saia;318;2;com foto;ativo no site;0
loja 08;29.14812_27669;calca;calca;398;2;com foto;ativo no site;0
loja 08;29.14001_04016;vestido;vestido;318;2;com foto;desativado;falta de padrao no tamanho
loja 08;29.15839_0024;blusa;blusa;218;2;com foto;ativo no site;0
loja 08;29.15846_04326;blusa;blusa;198;2;com foto;ativo no site;0
loja 08;29.14973_0005;saia;saia;318;2;com foto;ativo no site;0
loja 08;29.04871_019;blusa;blusa;698;2;com foto;desativado;problemas de qualidade do produto
loja 08;29.15639_0024;macacao;macacao;578;2;com foto;ativo no site;0
loja 08;29.15873_04329;macacao;macacao;598;2;com foto;ativo no site;0
loja 08;29.15888_0024;blusa;blusa;158;2;com foto;ativo no site;0
loja 08;29.15252_0024;blusa;blusa;198;2;com foto;ativo no site;0
loja 08;29.14001_0005;vestido;vestido;318;2;com foto;ativo no site;0
loja 08;29.15938_30013;vestido;vestido;358;2;com foto;ativo no site;0
loja 08;29.15941_30013;blusa;tunica;198;2;com foto;ativo no site;0
loja 08;29.15942_04303;blusa;blusa;258;2;com foto;ativo no site;0
loja 08;29.15114_0024;calca;calca;298;2;com foto;desativado;falta de padrao no tamanho
loja 08;29.16964_0005;saia;saia;289;1;com foto;ativo no site;0
loja 08;29.16304_2614;calca;calca;199;1;com foto;ativo no site;0
loja 08;29.16204_019;acessório;cinto;139;1;com foto;ativo no site;0
loja 08;29.16463_04017;calca;calca;339;1;sem foto;sem foto;0
loja 08;29.16398_04328;macacao;macaquinho;199;1;com foto;ativo no site;0
loja 08;29.17041_30159;blusa;blusa;99;1;com foto;ativo no site;0
loja 08;29.17022_04328;blusa;blusa;59;1;com foto;ativo no site;0
loja 08;29.17213_04328;calca;calca;199;1;com foto;ativo no site;0
loja 08;29.12618_1679;casaco / jaqueta;casaco;159;1;com foto;ativo no site;0
loja 08;29.15948_30013;calca;calca;159;1;com foto;ativo no site;0
loja 08;29.17062_0005;blusa;regata;109;1;com foto;desativado;problemas de qualidade do produto
loja 08;29.16399_2595;calca;calca;139;1;com foto;ativo no site;0
loja 08;29.17232_0005;calca;calca;139;1;com foto;desativado;falta de padrao no tamanho
loja 08;29.16915_04329;blusa;blusa;119;1;com foto;ativo no site;0
loja 08;29.16109_04309;blusa;blusa;99;1;com foto;ativo no site;0
loja 08;29.17259_0068;acessório;brinco;39;1;com foto;ativo no site;0
loja 08;29.16748_04308;calca;calca;149;1;sem foto;sem foto;0
loja 08;29.17278_0024;acessório;colar;39;1;com foto;ativo no site;0
loja 08;29.16139_04302;blusa;blusa;89;1;com foto;ativo no site;0
loja 08;29.17278_5348;acessório;colar;39;1;com foto;ativo no site;0
loja 08;29.16554_04328;bermuda /short;short;139;1;com foto;ativo no site;0
loja 08;29.17285_04302;sapato;sandalia;279;1;sem foto;sem foto;0
loja 08;29.16858_30049;vestido;vestido;359;1;com foto;desativado;falta de padrao no tamanho
loja 08;29.16318_0005;blusa;blusa;159;1;com foto;ativo no site;0
loja 08;29.17036_0024;blusa;blusa;139;1;com foto;ativo no site;0
loja 08;29.17069_04328;macacao;macacao;399;1;com foto;desativado;falta de padrao no tamanho
loja 08;29.16045_30002;vestido;vestido;199;1;com foto;ativo no site;0
loja 08;29.17291_0068;acessório;colar;59;1;com foto;ativo no site;0
loja 08;29.16980_0024;calca;calca;199;1;com foto;ativo no site;0
loja 08;29.16988_30212;calca;calca;169;1;com foto;ativo no site;0
loja 08;29.16501_8240;casaco / jaqueta;casaco;229;1;com foto;ativo no site;0
loja 08;29.16321_04014;blusa;camisa;199;1;com foto;ativo no site;0
loja 08;29.17023_0024;blusa;blusa;119;1;com foto;ativo no site;0
loja 08;29.16991_04328;macacao;macacao;259;1;com foto;desativado;falta de padrao no tamanho
loja 08;29.16461_0005;calca;calca;389;1;com foto;ativo no site;0
loja 08;29.15950_30014;casaco / jaqueta;casaco;359;1;com foto;ativo no site;0
loja 08;29.20607_0005;vestido;vestido;299;1;com foto;ativo no site;0
loja 08;29.16652_2206;vestido;vestido;129;1;sem foto;sem foto;0
loja 08;29.16134_04328;blusa;blusa;89;1;com foto;ativo no site;0
loja 08;29.16656_30022;vestido;vestido;169;1;com foto;ativo no site;0
loja 08;29.16943_0005;vestido;vestido;199;1;com foto;ativo no site;0
loja 08;29.16335_04328;calca;calca;299;1;com foto;ativo no site;0
loja 08;29.16548_2291;calca;calca;189;1;com foto;ativo no site;0
loja 08;29.16678_0029;blusa;blusa;79;1;com foto;ativo no site;0
loja 08;29.16552_0005;casaco / jaqueta;jaqueta;189;1;com foto;ativo no site;0
loja 08;29.16172_2614;blusa;blusa;139;1;com foto;ativo no site;0
loja 08;29.17158_04320;calca;calca;279;1;com foto;desativado;falta de padrao no tamanho
loja 08;29.16432_0091;calca;calca;139;1;com foto;ativo no site;0
loja 08;29.16555_0005;blusa;blusa;189;1;com foto;ativo no site;0
loja 08;29.16348_30111;macacao;macaquinho;299;1;com foto;ativo no site;0
loja 08;29.16309_27554;vestido;vestido;229;1;com foto;ativo no site;0
loja 08;29.17009_0024;casaco / jaqueta;casaco;149;1;com foto;ativo no site;0
loja 08;29.06443_2124;calca;calca;223;1;com foto;ativo no site;0
loja 08;29.17396_2595;calca;calca;179;1;sem foto;sem foto;0
loja 08;29.15947_30004;calca;calca;139;1;com foto;desativado;falta de padrao no tamanho
loja 08;29.16487_0024;blusa;blusa;249;1;com foto;ativo no site;0
loja 08;29.17172_30163;vestido;vestido;259;1;com foto;ativo no site;0
loja 08;29.17401_8242;blusa;blusa;119;1;com foto;ativo no site;0
loja 08;29.16426_0091;calca;calca;139;1;com foto;ativo no site;0
loja 08;29.17410_0005;blusa;blusa;259;1;com foto;ativo no site;0
loja 08;29.17180_30210;blusa;blusa;139;1;com foto;ativo no site;0
loja 08;29.17020_04328;vestido;vestido;179;1;com foto;ativo no site;0
loja 08;29.14306_4451;blusa;camisa;159;1;com foto;ativo no site;0
loja 08;29.17417_0024;blusa;blusa;199;1;com foto;ativo no site;0
loja 08;29.16719_0005;blusa;camisa;119;1;com foto;ativo no site;0
loja 08;29.16916_0024;blusa;blusa;119;1;com foto;ativo no site;0
loja 08;29.14721_0024;blusa;camisa;179;1;com foto;ativo no site;0
loja 08;29.14358_04013;blusa;blusa;69;1;com foto;ativo no site;0
loja 08;29.13858_0091;calca;calca;139;1;com foto;ativo no site;0
loja 08;29.15218_04065;macacao;macacao;179;1;com foto;ativo no site;0
loja 08;29.04870_019;blusa;camisa;299;1;com foto;desativado;problemas de qualidade do produto
loja 08;29.14472_026;blusa;top;79;1;com foto;ativo no site;0
loja 08;29.14729_0024;calca;calca;299;1;com foto;ativo no site;0
loja 08;29.15239_0005;blusa;regata;49;1;com foto;ativo no site;0
loja 08;29.15037_27580;blusa;blusa;69;1;com foto;ativo no site;0
loja 08;29.15239_04003;blusa;regata;49;1;com foto;ativo no site;0
loja 08;29.14385_27248;casaco / jaqueta;casaco;159;1;com foto;ativo no site;0
loja 08;29.15246_00005;vestido;vestido;119;1;com foto;desativado;falta de padrao no tamanho
loja 08;29.06579_931;calca;calca;399;1;com foto;desativado;problemas de qualidade do produto
loja 08;29.14788_04074;vestido;vestido;179;1;com foto;ativo no site;0
loja 08;29.06647_1467;calca;calca;179;1;com foto;ativo no site;0
loja 08;29.14792_27412;bermuda /short;bermuda;119;1;com foto;ativo no site;0
loja 08;29.14026_0091;calca;calca;169;1;com foto;ativo no site;0
loja 08;29.15316_04068;casaco / jaqueta;casaco;139;1;com foto;ativo no site;0
loja 08;29.13610_27294;blusa;top;109;1;com foto;ativo no site;0
loja 08;29.14808_27411;calca;calca;119;1;com foto;ativo no site;0
loja 08;29.11874_2739;vestido;vestido;159;1;com foto;ativo no site;0
loja 08;29.14078_0091;bermuda /short;short;129;1;com foto;ativo no site;0
loja 08;29.13930_0091;calca;calca;179;1;com foto;ativo no site;0
loja 08;29.14713_0005;casaco / jaqueta;casaco;129;1;com foto;ativo no site;0
loja 08;29.07524_019;vestido;vestido;699;1;com foto;ativo no site;0
loja 08;29.15890_2614;blusa;blusa;119;1;com foto;ativo no site;0
loja 08;29.13636_04030;bermuda /short;bermuda;169;1;com foto;ativo no site;0
loja 08;29.13842_0024;blusa;blusa;149;1;com foto;ativo no site;0
loja 08;29.15921_30014;calca;calca;189;1;com foto;ativo no site;0
loja 08;29.15472_27662;vestido;vestido;299;1;com foto;ativo no site;0
loja 08;29.15929_30001;vestido;vestido;179;1;com foto;ativo no site;0
loja 08;29.13332_27003;calca;calca;149;1;com foto;ativo no site;0
loja 08;29.12713_1499;macacao;macacao;199;1;com foto;ativo no site;0
loja 08;29.15483_0005;bermuda /short;short;199;1;com foto;ativo no site;0
loja 08;29.14876_0024;saia;saia;119;1;com foto;ativo no site;0
loja 08;29.13592_27283;macacao;macacao;399;1;com foto;ativo no site;0
loja 08;29.08229_019;macacao;macacao;179;1;com foto;ativo no site;0
loja 08;29.15039_27580;calca;calca;129;1;com foto;ativo no site;0
loja 08;29.15945_0005;blusa;blusa;109;1;com foto;ativo no site;0
loja 08;29.13977_27247;blusa;blusa;139;1;com foto;ativo no site;0
loja 08;29.13339_27005;blusa;blusa;99;1;com foto;ativo no site;0
loja 08;29.15846_2206;blusa;blusa;99;1;com foto;ativo no site;0
loja 08;29.14914_00083;blusa;blusa;109;1;com foto;ativo no site;0
loja 08;29.15128_0091;calca;calca;239;1;com foto;desativado;falta de padrao no tamanho
loja 08;29.14928_00083;vestido;vestido;279;1;com foto;ativo no site;0
loja 08;29.15867_30049;blusa;blusa;109;1;com foto;ativo no site;0
loja 08;29.09093_2426;sapato;sandalia;179;1;com foto;ativo no site;0
loja 08;29.13876_27254;blusa;blusa;139;1;com foto;ativo no site;0
loja 08;29.11027_1679;saia;saia;99;1;com foto;ativo no site;0
loja 08;29.12009_1499;sapato;sandalia;139;1;com foto;desativado;falta de padrao no tamanho
loja 08;29.14935_0024;blusa;blusa;139;1;com foto;ativo no site;0
loja 08;29.15898_0005;blusa;blusa;159;1;com foto;ativo no site;0
loja 08;29.15688_04065;blusa;top;69;1;com foto;ativo no site;0
loja 08;29.14393_27248;macacao;macacao;189;1;com foto;ativo no site;0
loja 08;29.07525_019;vestido;vestido;669;1;com foto;desativado;produto diferente da imagem
loja 08;29.15190_27555;blusa;blusa;79;1;com foto;ativo no site;0
loja 08;29.13880_27301;vestido;vestido;199;1;com foto;ativo no site;0
loja 08;29.14323_04015;macacao;macacao;199;1;com foto;ativo no site;0
loja 08;29.15923_30025;blusa;blusa;169;1;com foto;ativo no site;0
loja 08;29.15752_04076;vestido;vestido;159;1;com foto;ativo no site;0
loja 08;29.06741_038;calca;calca;169;1;com foto;ativo no site;0
loja 08;29.15943_04308;bermuda /short;bermuda;139;1;com foto;ativo no site;0
loja 08;29.15935_30003;vestido;vestido;159;1;com foto;ativo no site;0
loja 08;29.15765_27601;blusa;blusa;129;1;com foto;ativo no site;0
loja 08;29.07770_019;vestido;vestido;189;1;com foto;ativo no site;0
loja 08;29.15772_04063;vestido;vestido;159;1;com foto;ativo no site;0
loja 08;29.15943_0005;bermuda /short;bermuda;139;1;com foto;ativo no site;0
loja 08;29.13480_0005;bermuda /short;bermuda;199;1;com foto;ativo no site;0
loja 08;29.13535_0002;calca;calca;199;1;com foto;ativo no site;0
loja 08;29.14982_0024;blusa;blusa;79;1;com foto;ativo no site;0
loja 08;29.04854_931;blusa;blusa;149;1;com foto;desativado;produto diferente da imagem
loja 03;29.14628_04003;blusa;blusa;4865;40;com foto;ativo no site;0
loja 03;29.14008_04002;blusa;tunica;2772;35;com foto;ativo no site;0
loja 03;29.15319_8242;sapato;sandalia;6183;33;com foto;ativo no site;0
loja 03;29.14261_27292;blusa;blusa;3614;32;com foto;ativo no site;0
loja 03;29.13649_27264;blusa;cropped;2314;32;com foto;foto tratamento;0
loja 03;29.14853_27418;blusa;top;1817;31;com foto;ativo no site;0
loja 03;29.13723_04006;blusa;blusa;1416;30;sem foto;sem foto;0
loja 03;29.14884_04074;blusa;blusa;1980;29;com foto;ativo no site;0
loja 03;29.13927_1573;blusa;cropped;1659;28;com foto;foto tratamento;0
loja 03;29.13967_1511;bermuda /short;short;3339;26;com foto;ativo no site;0
loja 03;29.15623_04003;blusa;top;1683;25;sem foto;sem foto;0
loja 03;29.15807_0091;calca;calca;2682;25;com foto;ativo no site;0
loja 03;29.14237_0005;sapato;sandalia;3184;24;com foto;ativo no site;0
loja 03;29.15810_00083;blusa;body;4482;23;com foto;ativo no site;0
loja 03;29.15811_0091;calca;calca;2226;22;sem foto;sem foto;0
loja 03;29.15927_30014;blusa;top;1106;22;com foto;ativo no site;0
loja 03;29.15812_0091;calca;calca;2226;22;sem foto;sem foto;0
loja 03;29.14852_27417;blusa;top;1185;22;com foto;ativo no site;0
loja 03;29.13941_27258;blusa;blusa;2224;22;com foto;ativo no site;0
loja 03;29.12009_2739;sapato;sandalia;3058;22;sem foto;sem foto;0
loja 03;29.13915_4451;vestido;vestido;1683;22;com foto;desativado;produto diferente da imagem
loja 03;29.16277_27560;bermuda /short;short;2327;21;sem foto;sem foto;0
loja 03;29.15651_27561;sapato;sandalia;3367;21;com foto;ativo no site;0
loja 03;29.15104_04068;bermuda /short;short;1937;21;com foto;ativo no site;0
loja 03;29.15162_04068;vestido;vestido;2864;21;com foto;ativo no site;0
loja 03;29.13554_04022;blusa;blusa;3824;21;com foto;ativo no site;0
loja 03;29.13710_04019;blusa;blusa;1869;21;com foto;foto tratamento;0
loja 03;29.16716_04328;blusa;blusa;1188;20;sem foto;sem foto;0
loja 03;29.15320_04035;bermuda /short;short;2685;20;com foto;ativo no site;0
loja 03;29.14005_04001;calca;calca;2235;20;com foto;ativo no site;0
loja 03;29.13999_04019;colete / kimono;colete;2835;20;com foto;ativo no site;0
loja 03;29.15481_27591;bermuda /short;short;1969;19;com foto;ativo no site;0
loja 03;29.15612_04070;blusa;blusa;1946;19;com foto;ativo no site;0
loja 03;29.14669_04061;vestido;vestido;1990;19;com foto;desativado;falta de padrao no tamanho
loja 03;29.14936_1511;vestido;vestido;3626;19;com foto;ativo no site;0
loja 03;29.13669_3194;bermuda /short;bermuda;2261;19;com foto;foto tratamento;0
loja 03;29.13039_0057;calca;calca;2261;19;com foto;desativado;falta de padrao no tamanho
loja 03;29.15321_04035;blusa;top;1677;18;com foto;ativo no site;0
loja 03;29.14455_04006;calca;calca;1937;18;com foto;ativo no site;0
loja 03;29.14929_04076;blusa;top;1428;18;com foto;ativo no site;0
loja 03;29.14156_04003;blusa;blusa;1677;18;com foto;ativo no site;0
loja 03;29.20512_0015;blusa;blusa;1683;17;com foto;ativo no site;0
loja 03;29.16382_04317;blusa;top;891;17;com foto;ativo no site;0
loja 03;29.15008_04062;blusa;blusa;979;17;com foto;foto tratamento;0
loja 03;29.13602_27293;bermuda /short;bermuda;1969;17;com foto;ativo no site;0
loja 03;29.13705_04002;vestido;vestido;3043;17;com foto;foto tratamento;0
loja 03;29.13915_0024;vestido;vestido;1683;17;com foto;desativado;produto diferente da imagem
loja 03;29.15492_27590;vestido;vestido;5269;16;com foto;ativo no site;0
loja 03;29.15111_04068;colete / kimono;colete;1749;16;com foto;ativo no site;0
loja 03;29.13598_04031;bermuda /short;short;1791;16;com foto;ativo no site;0
loja 03;29.16310_27554;blusa;blusa;623;15;com foto;ativo no site;0
loja 03;29.15764_27598;bermuda /short;short;1113;15;com foto;desativado;problemas de qualidade do produto
loja 03;29.13466_1652;blusa;blusa;1485;15;com foto;desativado;produto diferente da imagem
loja 03;29.13507_27271;calca;calca;4185;15;com foto;ativo no site;0
loja 03;29.14254_0288;blusa;blusa;1490;15;com foto;ativo no site;0
loja 03;29.14259_0024;blusa;blusa;1290;15;com foto;ativo no site;0
loja 03;29.16707_0005;blusa;blusa;1386;14;sem foto;sem foto;0
loja 03;29.16390_30044;casaco / jaqueta;jaqueta;2872;14;com foto;ativo no site;0
loja 03;29.16362_04014;vestido;vestido;1743;14;sem foto;sem foto;0
loja 03;29.15464_27589;blusa;top;1946;14;com foto;ativo no site;0
loja 03;29.14509_27282;macacao;macacao;1791;14;com foto;ativo no site;0
loja 03;29.14718_2279;blusa;camisa;1521;14;com foto;ativo no site;0
loja 03;29.14188_27300;saia;saia;1352;14;com foto;ativo no site;0
loja 03;29.13863_04017;blusa;blusa;891;14;com foto;desativado;falta de padrao no tamanho
loja 03;29.13854_04017;calca;calca;1832;14;com foto;ativo no site;0
loja 03;29.16095_0091;blusa;cropped;792;13;com foto;ativo no site;0
loja 03;29.16463_04017;calca;calca;4407;13;sem foto;sem foto;0
loja 03;29.15792_0001;vestido;vestido;795;13;com foto;ativo no site;0
loja 03;29.15688_04074;blusa;top;897;13;com foto;ativo no site;0
loja 03;29.16039_0005;blusa;blusa;645;13;com foto;ativo no site;0
loja 03;29.15041_27579;bermuda /short;short;495;13;com foto;ativo no site;0
loja 03;29.15437_27589;blusa;blusa;2072;13;com foto;ativo no site;0
loja 03;29.13562_04023;blusa;top;2587;13;com foto;ativo no site;0
loja 03;29.13470_27249;blusa;blusa;1287;13;com foto;ativo no site;0
loja 03;29.13568_04032;blusa;blusa;1352;13;com foto;ativo no site;0
loja 03;29.13854_0024;calca;calca;1832;13;com foto;ativo no site;0
loja 03;29.15748_27559;blusa;blusa;495;12;com foto;ativo no site;0
loja 03;29.15784_27601;vestido;vestido;1674;12;com foto;desativado;falta de padrao no tamanho
loja 03;29.15901_2614;blusa;blusa;343;12;sem foto;sem foto;0
loja 03;29.15216_04067;bermuda /short;short;903;12;com foto;ativo no site;0
loja 03;29.14892_27598;blusa;blusa;516;12;com foto;ativo no site;0
loja 03;29.13960_1652;saia;saia;1113;12;com foto;ativo no site;0
loja 03;29.13506_27271;casaco / jaqueta;blazer;4308;12;com foto;ativo no site;0
loja 03;29.13496_27276;macacao;macacao;3108;12;com foto;ativo no site;0
loja 03;29.14246_0005;sapato;rasteira;995;12;com foto;ativo no site;0
loja 03;29.13840_0015;colete / kimono;kimono;2290;12;com foto;ativo no site;0
loja 03;29.13844_1573;calca;calca;1673;12;com foto;ativo no site;0
loja 03;29.16812_0015;saia;saia;894;11;com foto;ativo no site;0
loja 03;29.16736_0005;vestido;vestido;2079;11;com foto;ativo no site;0
loja 03;29.17398_04000;sapato;espadrille;2739;11;com foto;ativo no site;0
loja 03;29.16592_04317;blusa;blusa;979;11;com foto;foto tratamento;0
loja 03;29.15460_0005;blusa;top;645;11;com foto;ativo no site;0
loja 03;29.16161_27255;bermuda /short;short;795;11;com foto;desativado;produto diferente da imagem
loja 03;29.16149_2614;blusa;blusa;414;11;sem foto;sem foto;0
loja 03;29.15671_0015;vestido;vestido;834;11;sem foto;sem foto;0
loja 03;29.15800_24667;blusa;top;759;11;com foto;ativo no site;0
loja 03;29.16367_04328;blusa;blusa;1309;11;com foto;desativado;produto diferente da imagem
loja 03;29.15927_30015;blusa;top;237;11;com foto;ativo no site;0
loja 03;29.14960_27597;saia;saia;1554;11;com foto;ativo no site;0
loja 03;29.14982_0024;blusa;blusa;790;11;com foto;ativo no site;0
loja 03;29.13320_04002;vestido;vestido;1529;11;com foto;ativo no site;0
loja 03;29.14197_27289;saia;saia;1074;11;com foto;ativo no site;0
loja 03;29.13970_00083;vestido;vestido;2409;11;com foto;ativo no site;0
loja 03;29.14332_04013;saia;saia;954;11;com foto;desativado;produto diferente da imagem
loja 03;29.17157_04328;blusa;camisa;1990;10;sem foto;sem foto;0
loja 03;29.16594_2206;blusa;blusa;890;10;com foto;foto tratamento;0
loja 03;29.16718_04302;vestido;vestido;1390;10;com foto;foto tratamento;0
loja 03;29.16637_04308;vestido;vestido;1790;10;com foto;foto tratamento;0
loja 03;29.16546_04328;bermuda /short;short;1611;10;com foto;ativo no site;0
loja 03;29.20592_04313;blusa;camisa;2190;10;sem foto;sem foto;0
loja 03;29.16726_04308;blusa;blusa;1190;10;com foto;foto tratamento;0
loja 03;29.15472_27662;vestido;vestido;2990;10;com foto;ativo no site;0
loja 03;29.16445_2614;colete / kimono;kimono;1014;10;com foto;ativo no site;0
loja 03;29.16359_04017;vestido;vestido;3390;10;sem foto;sem foto;0
loja 03;29.15497_27570;vestido;vestido;1295;10;com foto;ativo no site;0
loja 03;29.15775_27418;blusa;blusa;801;10;com foto;ativo no site;0
loja 03;29.15458_27662;blusa;top;890;10;com foto;ativo no site;0
loja 03;29.16051_30002;blusa;camisa;537;10;com foto;ativo no site;0
loja 03;29.15451_27590;blusa;camisa;1990;10;com foto;ativo no site;0
loja 03;29.14907_04074;blusa;blusa;690;10;com foto;ativo no site;0
loja 03;29.15440_27590;blusa;blusa;1990;10;com foto;ativo no site;0
loja 03;29.14499_27282;vestido;vestido;895;10;com foto;ativo no site;0
loja 03;29.15154_0091;colete / kimono;colete;2023;10;com foto;ativo no site;0
loja 03;29.14258_2608;blusa;blusa;445;10;com foto;ativo no site;0
loja 03;29.13871_04019;blusa;top;693;10;com foto;ativo no site;0
loja 03;29.14235_4451;sapato;sandalia;1990;10;com foto;ativo no site;0
loja 03;29.14268_741;vestido;vestido;796;10;com foto;ativo no site;0
loja 03;29.13886_27275;saia;saia;1014;10;com foto;desativado;produto diferente da imagem
loja 03;29.17053_04313;vestido;vestido;1791;9;com foto;foto tratamento;0
loja 03;29.16678_0029;blusa;blusa;711;9;com foto;ativo no site;0
loja 03;29.17138_0068;acessório;colar;417;9;com foto;ativo no site;0
loja 03;29.15747_04069;vestido;vestido;2151;9;com foto;desativado;falta de padrao no tamanho
loja 03;29.16331_0091;calca;calca;1701;9;com foto;ativo no site;0
loja 03;29.15950_30015;casaco / jaqueta;casaco;1436;9;com foto;ativo no site;0
loja 03;29.16082_0005;calca;calca;796;9;sem foto;sem foto;0
loja 03;29.16387_04328;casaco / jaqueta;casaco;2691;9;sem foto;sem foto;0
loja 03;29.16495_30000;casaco / jaqueta;casaco;1036;9;com foto;ativo no site;0
loja 03;29.15720_04022;acessório;cinto;396;9;com foto;ativo no site;0
loja 03;29.16479_30041;casaco / jaqueta;blazer;3951;9;com foto;ativo no site;0
loja 03;29.16005_0005;acessório;bracelete;745;9;com foto;ativo no site;0
loja 03;29.14494_04002;blusa;regata;196;9;com foto;desativado;produto diferente da imagem
loja 03;29.14524_04016;acessório;pulseira;595;9;com foto;ativo no site;0
loja 03;29.14939_04075;vestido;vestido;2511;9;com foto;ativo no site;0
loja 03;29.15307_0024;bermuda /short;short;556;9;com foto;ativo no site;0
loja 03;29.14569_04021;acessório;bracelete;695;9;com foto;ativo no site;0
loja 03;29.14673_27270;blusa;top;396;9;com foto;ativo no site;0
loja 03;29.14719_04060;blusa;top;621;9;com foto;ativo no site;0
loja 03;29.14030_0091;calca;calca;1341;9;com foto;desativado;falta de padrao no tamanho
loja 03;29.13404_027;calca;calca;1071;9;com foto;ativo no site;0
loja 03;29.13574_27283;blusa;blusa;1611;9;com foto;ativo no site;0
loja 03;29.13772_04003;blusa;top;595;9;com foto;ativo no site;0
loja 03;29.13621_04022;blusa;top;556;9;com foto;ativo no site;0
loja 03;29.13925_04007;blusa;blusa;621;9;com foto;ativo no site;0
loja 03;29.16594_04308;blusa;blusa;712;8;com foto;ativo no site;0
loja 03;29.17156_04328;blusa;top;1112;8;sem foto;sem foto;0
loja 03;29.17146_0005;acessório;bracelete;516;8;com foto;ativo no site;0
loja 03;29.17324_0005;blusa;cropped;632;8;com foto;foto tratamento;0
loja 03;29.20604_04313;vestido;vestido;1912;8;sem foto;sem foto;0
loja 03;29.17028_031;blusa;blusa;267;8;com foto;ativo no site;0
loja 03;29.16312_0024;vestido;vestido;269;8;com foto;ativo no site;0
loja 03;29.15454_27661;blusa;camisa;1432;8;com foto;ativo no site;0
loja 03;29.16438_0005;blusa;camisa;1592;8;sem foto;sem foto;0
loja 03;29.15631_27593;vestido;vestido;1497;8;com foto;ativo no site;0
loja 03;29.15473_27589;vestido;vestido;3192;8;com foto;ativo no site;0
loja 03;29.14529_04013;acessório;pulseira;396;8;com foto;ativo no site;0
loja 03;29.14953_27577;saia;saia;952;8;com foto;ativo no site;0
loja 03;29.14961_27597;blusa;blusa;1272;8;com foto;ativo no site;0
loja 03;29.15318_04035;casaco / jaqueta;casaco;2232;8;com foto;ativo no site;0
loja 03;29.14778_04022;saia;saia;1112;8;com foto;ativo no site;0
loja 03;29.14820_27413;vestido;vestido;1032;8;com foto;desativado;falta de padrao no tamanho
loja 03;29.13339_27005;blusa;blusa;792;8;com foto;ativo no site;0
loja 03;29.14011_1573;blusa;blusa;327;8;com foto;ativo no site;0
loja 03;29.13544_04023;vestido;vestido;1953;8;com foto;ativo no site;0
loja 03;29.13634_0024;blusa;blusa;1192;8;com foto;ativo no site;0
loja 03;29.14341_04017;bermuda /short;short;676;8;com foto;ativo no site;0
loja 03;29.12009_1499;sapato;sandalia;1112;8;com foto;desativado;falta de padrao no tamanho
loja 03;29.13607_27294;casaco / jaqueta;blazer;2632;8;com foto;ativo no site;0
loja 03;29.10958_741;blusa;camisa;1912;8;com foto;desativado;falta de padrao no tamanho
loja 03;29.13968_04006;casaco / jaqueta;casaco;1432;8;com foto;ativo no site;0
loja 03;29.17032_04000;sapato;sandalia;1253;7;sem foto;sem foto;0
loja 03;29.20577_2206;blusa;camisa;623;7;com foto;ativo no site;0
loja 03;29.16657_0005;calca;calca;973;7;com foto;ativo no site;0
loja 03;29.16600_0005;blusa;bata;1014;7;com foto;ativo no site;0
loja 03;29.20591_04329;blusa;blusa;833;7;com foto;ativo no site;0
loja 03;29.16612_04317;blusa;cropped;483;7;com foto;foto tratamento;0
loja 03;29.17141_0199;acessório;bracelete;636;7;com foto;desativado;produto diferente da imagem
loja 03;29.16738_04317;vestido;vestido;833;7;sem foto;sem foto;0
loja 03;29.17285_04328;sapato;sandalia;1953;7;com foto;ativo no site;0
loja 03;29.16793_04323;blusa;blusa;413;7;com foto;foto tratamento;0
