filial;referencia;categoria;subcategoria;valor_venda;qtde_estoque;status_foto;status_referencia;motivo_devolucao
loja 01;29.16923_0024;colete / kimono;kimono;895;5;com foto;desativado;falta de padrao no tamanho
loja 01;29.16854_04312;bermuda /short;short;516;4;com foto;ativo no site;0
loja 01;29.15618_0005;blusa;blusa;636;4;com foto;ativo no site;0
loja 01;29.15033_04065;vestido;vestido;1116;4;com foto;ativo no site;0
loja 01;29.06715_2440;calca;calca;956;4;com foto;desativado;falta de padrao no tamanho
loja 01;29.14393_27248;macacao;macacao;756;4;com foto;ativo no site;0
loja 01;29.16045_30002;vestido;vestido;796;4;com foto;ativo no site;0
loja 01;29.15318_04035;casaco / jaqueta;casaco;837;3;com foto;ativo no site;0
loja 01;29.15688_04065;blusa;top;207;3;com foto;ativo no site;0
loja 01;29.14142_741;blusa;blusa;327;3;com foto;ativo no site;0
loja 01;29.11394_1339;macacao;macacao;717;3;com foto;ativo no site;0
loja 01;29.14156_04003;blusa;blusa;387;3;com foto;ativo no site;0
loja 01;29.11665_00066;vestido;vestido;357;3;com foto;desativado;falta de padrao no tamanho
loja 01;29.15365_04067;macacao;macacao;477;3;com foto;ativo no site;0
loja 01;29.15804_0005;bermuda /short;short;357;3;com foto;desativado;falta de padrao no tamanho
loja 01;29.15618_0024;blusa;blusa;477;3;com foto;ativo no site;0
loja 01;29.06069_2435;saia;saia;417;3;com foto;ativo no site;0
loja 01;29.15748_27559;blusa;blusa;297;3;com foto;ativo no site;0
loja 01;29.13915_4451;vestido;vestido;297;3;com foto;desativado;produto diferente da imagem
loja 01;29.15246_00005;vestido;vestido;357;3;com foto;desativado;falta de padrao no tamanho
loja 01;29.16432_0091;calca;calca;417;3;com foto;ativo no site;0
loja 01;29.14822_27414;vestido;vestido;537;3;com foto;ativo no site;0
loja 01;29.16445_2614;colete / kimono;kimono;507;3;com foto;ativo no site;0
loja 01;29.13915_0024;vestido;vestido;198;2;com foto;desativado;produto diferente da imagem
loja 01;29.13518_0005;calca;calca;538;2;com foto;ativo no site;0
loja 01;29.16074_04014;bermuda /short;short;358;2;com foto;ativo no site;0
loja 01;29.14078_0091;bermuda /short;short;258;2;com foto;ativo no site;0
loja 01;29.15747_04069;vestido;vestido;478;2;com foto;desativado;falta de padrao no tamanho
loja 01;29.11702_2710;blusa;tunica;178;2;com foto;ativo no site;0
loja 01;29.15947_30004;calca;calca;278;2;com foto;desativado;falta de padrao no tamanho
loja 01;29.11766_2748;blusa;blusa;158;2;com foto;ativo no site;0
loja 01;29.15458_27662;blusa;top;178;2;com foto;ativo no site;0
loja 01;29.15628_27593;vestido;vestido;758;2;com foto;ativo no site;0
loja 01;29.11897_2166;blusa;blusa;138;2;com foto;ativo no site;0
loja 01;29.15773_04066;vestido;vestido;518;2;com foto;ativo no site;0
loja 01;29.12235_0024;blusa;blusa;318;2;com foto;ativo no site;0
loja 01;29.15939_04310;vestido;vestido;378;2;com foto;ativo no site;0
loja 01;29.12487_0024;blusa;tunica;278;2;com foto;ativo no site;0
loja 01;29.16036_30020;vestido;vestido;518;2;com foto;ativo no site;0
loja 01;29.16943_0005;vestido;vestido;398;2;com foto;ativo no site;0
loja 01;29.13975_27247;saia;saia;358;2;com foto;ativo no site;0
loja 01;29.16433_30031;bermuda /short;short;238;2;com foto;ativo no site;0
loja 01;29.15472_27662;vestido;vestido;598;2;com foto;ativo no site;0
loja 01;29.16447_2614;saia;saia;238;2;com foto;desativado;falta de padrao no tamanho
loja 01;29.13605_27293;vestido;vestido;558;2;com foto;ativo no site;0
loja 01;29.12811_2608;vestido;vestido;298;2;com foto;ativo no site;0
loja 01;29.13621_04022;blusa;top;278;2;com foto;ativo no site;0
loja 01;29.14848_0005;sapato;sandalia;398;2;com foto;ativo no site;0
loja 01;29.13671_3194;blusa;blusa;218;2;sem foto;sem foto;0
loja 01;29.14856_27414;saia;saia;278;2;com foto;ativo no site;0
loja 01;29.15784_27601;vestido;vestido;558;2;com foto;desativado;falta de padrao no tamanho
loja 01;29.14955_27573;vestido;vestido;258;2;com foto;ativo no site;0
loja 01;29.15916_30001;blusa;blusa;178;2;com foto;ativo no site;0
loja 01;29.13320_04002;vestido;vestido;278;2;com foto;ativo no site;0
loja 01;29.15941_30013;blusa;tunica;198;2;com foto;ativo no site;0
loja 01;29.15215_04067;blusa;blusa;198;2;com foto;ativo no site;0
loja 01;29.16016_04310;vestido;vestido;378;2;com foto;ativo no site;0
loja 01;29.13324_04017;calca;calca;258;2;com foto;ativo no site;0
loja 01;29.11061_2617;saia;saia;298;2;com foto;ativo no site;0
loja 01;29.13339_27005;blusa;blusa;198;2;com foto;ativo no site;0
loja 01;29.16400_0024;calca;calca;258;2;com foto;desativado;falta de padrao no tamanho
loja 01;29.13442_27005;blusa;blusa;198;2;com foto;ativo no site;0
loja 01;29.14006_0024;blusa;blusa;258;2;com foto;ativo no site;0
loja 01;29.15437_27589;blusa;blusa;518;2;com foto;ativo no site;0
loja 01;29.17039_30011;blusa;blusa;258;2;com foto;desativado;falta de padrao no tamanho
loja 01;29.17195_0091;calca;calca;338;2;com foto;ativo no site;0
loja 01;29.14432_0145;calca;calca;258;2;com foto;ativo no site;0
loja 01;29.12736_2736;vestido;vestido;219;1;com foto;ativo no site;0
loja 01;29.11962_0024;blusa;blusa;199;1;com foto;ativo no site;0
loja 01;29.07669_2438;vestido;vestido;239;1;com foto;ativo no site;0
loja 01;29.13535_0002;calca;calca;199;1;com foto;ativo no site;0
loja 01;29.12139_2734;blusa;blusa;89;1;com foto;ativo no site;0
loja 01;29.13542_04030;vestido;vestido;239;1;com foto;ativo no site;0
loja 01;29.06814_019;calca;calca;149;1;com foto;ativo no site;0
loja 01;29.13595_04031;calca;calca;299;1;com foto;ativo no site;0
loja 01;29.13496_27276;macacao;macacao;259;1;com foto;ativo no site;0
loja 01;29.07736_019;vestido;vestido;549;1;com foto;ativo no site;0
loja 01;29.15150_0061;blusa;top;129;1;com foto;ativo no site;0
loja 01;29.13620_04030;blusa;tunica;159;1;com foto;ativo no site;0
loja 01;29.06662_2125;calca;calca;169;1;com foto;ativo no site;0
loja 01;29.07741_019;vestido;vestido;399;1;com foto;ativo no site;0
loja 01;29.15709_0068;acessório;brinco;79;1;com foto;ativo no site;0
loja 01;29.13626_27295;macacao;macacao;139;1;sem foto;sem foto;0
loja 01;29.15930_30014;macacao;macaquinho;179;1;com foto;desativado;produto diferente da imagem
loja 01;29.13648_04011;vestido;vestido;199;1;com foto;ativo no site;0
loja 01;29.16367_04328;blusa;blusa;119;1;com foto;desativado;produto diferente da imagem
loja 01;29.13650_27264;vestido;vestido;139;1;com foto;ativo no site;0
loja 01;29.14981_0024;blusa;blusa;89;1;com foto;ativo no site;0
loja 01;29.13653_27385;colete / kimono;kimono;159;1;com foto;ativo no site;0
loja 01;29.15102_0001;bermuda /short;short;139;1;com foto;ativo no site;0
loja 01;29.13655_27266;macacao;macaquinho;199;1;com foto;ativo no site;0
loja 01;29.15203_0024;blusa;cropped;69;1;com foto;ativo no site;0
loja 01;29.07763_016;vestido;vestido;159;1;com foto;ativo no site;0
loja 01;29.12270_2730;macacao;macacao;199;1;com foto;ativo no site;0
loja 01;29.13675_27251;vestido;vestido;179;1;com foto;ativo no site;0
loja 01;29.15473_27589;vestido;vestido;399;1;com foto;ativo no site;0
loja 01;29.13686_3194;saia;saia;129;1;sem foto;sem foto;0
loja 01;29.15627_0001;vestido;vestido;239;1;com foto;desativado;problemas de qualidade do produto
loja 01;29.13727_2608;blusa;blusa;79;1;com foto;ativo no site;0
loja 01;29.06790_1118;calca;calca;139;1;sem foto;sem foto;0
loja 01;29.13742_0001;blusa;blusa;179;1;com foto;desativado;falta de padrao no tamanho
loja 01;29.15911_04017;blusa;blusa;99;1;com foto;ativo no site;0
loja 01;29.13762_04006;bermuda /short;short;99;1;com foto;ativo no site;0
loja 01;29.13427_04006;blusa;blusa;89;1;sem foto;sem foto;0
loja 01;29.13845_04003;casaco / jaqueta;casaco;169;1;com foto;ativo no site;0
loja 01;29.16076_0005;calca;calca;149;1;com foto;ativo no site;0
loja 01;29.13863_0024;blusa;blusa;99;1;com foto;desativado;falta de padrao no tamanho
loja 01;29.16426_0091;calca;calca;139;1;com foto;ativo no site;0
loja 01;29.13887_27275;vestido;vestido;239;1;com foto;ativo no site;0
loja 01;29.14932_0061;blusa;tunica;299;1;com foto;ativo no site;0
loja 01;29.07818_019;vestido;vestido;219;1;com foto;ativo no site;0
loja 01;29.15013_0024;blusa;cropped;99;1;com foto;ativo no site;0
loja 01;29.07897_055;vestido;vestido;149;1;com foto;ativo no site;0
loja 01;29.15040_27578;macacao;macacao;179;1;com foto;ativo no site;0
loja 01;29.13930_0091;calca;calca;179;1;com foto;ativo no site;0
loja 01;29.15125_0091;calca;calca;179;1;com foto;ativo no site;0
loja 01;29.13953_04010;blusa;blusa;119;1;com foto;ativo no site;0
loja 01;29.15190_27555;blusa;blusa;79;1;com foto;ativo no site;0
loja 01;29.13967_1511;bermuda /short;short;159;1;com foto;ativo no site;0
loja 01;29.15216_04067;bermuda /short;short;129;1;com foto;ativo no site;0
loja 01;29.10753_1339;calca;calca;129;1;com foto;ativo no site;0
loja 01;29.06508_021;calca;calca;199;1;com foto;ativo no site;0
loja 01;29.13985_0024;blusa;blusa;139;1;com foto;ativo no site;0
loja 01;29.15440_27590;blusa;blusa;199;1;com foto;ativo no site;0
loja 01;29.13996_27266;blusa;blusa;89;1;com foto;ativo no site;0
loja 01;29.15471_04069;saia;saia;199;1;com foto;ativo no site;0
loja 01;29.14005_04001;calca;calca;149;1;com foto;ativo no site;0
loja 01;29.15488_27663;bermuda /short;short;149;1;com foto;ativo no site;0
loja 01;29.10861_019;blusa;blusa;99;1;com foto;ativo no site;0
loja 01;29.15620_27593;blusa;blusa;199;1;com foto;ativo no site;0
loja 01;29.14036_0091;calca;calca;149;1;com foto;ativo no site;0
loja 01;29.15684_04022;blusa;blusa;149;1;com foto;ativo no site;0
loja 01;29.10950_2282;blusa;blusa;179;1;com foto;ativo no site;0
loja 01;29.13315_04001;vestido;vestido;139;1;com foto;desativado;falta de padrao no tamanho
loja 01;29.14093_0015;vestido;vestido;239;1;com foto;ativo no site;0
loja 01;29.13322_04002;calca;calca;129;1;com foto;ativo no site;0
loja 01;29.14094_0024;blusa;blusa;59;1;com foto;ativo no site;0
loja 01;29.15816_0024;vestido;vestido;219;1;com foto;desativado;problemas de qualidade do produto
loja 01;29.14122_04026;calca;calca;199;1;com foto;ativo no site;0
loja 01;29.15924_30001;calca;calca;199;1;com foto;ativo no site;0
loja 01;29.14133_0091;macacao;macacao;389;1;com foto;ativo no site;0
loja 01;29.13354_24241;saia;saia;229;1;com foto;ativo no site;0
loja 01;29.10959_741;blusa;blusa;89;1;com foto;ativo no site;0
loja 01;29.15954_04314;bermuda /short;short;109;1;com foto;ativo no site;0
loja 01;29.02817_019;vestido;vestido;189;1;com foto;ativo no site;0
loja 01;29.13444_27005;macacao;macacao;189;1;com foto;ativo no site;0
loja 01;29.14189_4451;vestido;vestido;189;1;com foto;ativo no site;0
loja 01;29.16305_04061;blusa;blusa;79;1;com foto;ativo no site;0
loja 01;29.14196_04021;vestido;vestido;269;1;com foto;ativo no site;0
loja 01;29.16398_04328;macacao;macaquinho;199;1;com foto;ativo no site;0
loja 01;29.14203_27282;vestido;vestido;259;1;com foto;ativo no site;0
loja 01;29.13488_0005;vestido;vestido;359;1;com foto;ativo no site;0
loja 01;29.14204_27300;vestido;vestido;189;1;com foto;ativo no site;0
loja 01;29.16501_8240;casaco / jaqueta;casaco;229;1;com foto;ativo no site;0
loja 01;29.14210_04013;vestido;vestido;239;1;com foto;ativo no site;0
loja 01;29.11952_0091;calca;calca;169;1;com foto;ativo no site;0
loja 01;29.14226_04006;acessório;cinto;169;1;com foto;ativo no site;0
loja 01;29.14999_27554;bermuda /short;short;159;1;com foto;ativo no site;0
loja 01;29.14235_4451;sapato;sandalia;199;1;com foto;ativo no site;0
loja 01;29.15032_04075;vestido;vestido;249;1;com foto;ativo no site;0
loja 01;29.14237_0005;sapato;sandalia;199;1;com foto;ativo no site;0
loja 01;29.15035_27578;blusa;blusa;79;1;com foto;ativo no site;0
loja 01;29.14258_2608;blusa;blusa;89;1;com foto;ativo no site;0
loja 01;29.15058_0024;blusa;blusa;89;1;com foto;ativo no site;0
loja 01;29.14268_741;vestido;vestido;199;1;com foto;ativo no site;0
loja 01;29.15109_27603;blusa;blusa;149;1;com foto;ativo no site;0
loja 01;29.11152_019;calca;calca;129;1;com foto;desativado;problemas de qualidade do produto
loja 01;29.15135_0091;bermuda /short;short;179;1;com foto;ativo no site;0
loja 01;29.14317_27300;macacao;macacao;189;1;com foto;ativo no site;0
loja 01;29.15153_0091;macacao;macacao;229;1;com foto;ativo no site;0
loja 01;29.14382_27274;vestido;vestido;119;1;com foto;desativado;falta de padrao no tamanho
loja 01;29.15197_0091;bermuda /short;short;119;1;com foto;ativo no site;0
loja 01;29.11295_019;vestido;vestido;239;1;com foto;ativo no site;0
loja 01;29.12062_2732;calca;calca;99;1;com foto;ativo no site;0
loja 01;29.14406_3194;bermuda /short;short;139;1;com foto;ativo no site;0
loja 01;29.15246_00004;vestido;vestido;119;1;com foto;ativo no site;0
loja 01;29.16549_0091;calca;calca;189;1;com foto;ativo no site;0
loja 01;29.15253_04066;bermuda /short;short;159;1;com foto;ativo no site;0
loja 01;29.16600_0005;blusa;bata;169;1;com foto;ativo no site;0
loja 01;29.15351_0005;bermuda /short;short;169;1;com foto;ativo no site;0
loja 01;29.16719_0005;blusa;camisa;119;1;com foto;ativo no site;0
loja 01;29.12311_0005;blusa;blusa;139;1;com foto;ativo no site;0
loja 01;29.04843_038;blusa;blusa;79;1;com foto;ativo no site;0
loja 01;29.15448_27592;blusa;camisa;199;1;com foto;ativo no site;0
loja 01;29.04988_002;blusa;blusa;199;1;com foto;ativo no site;0
loja 01;29.15460_0005;blusa;top;129;1;com foto;ativo no site;0
loja 01;29.11694_019;vestido;vestido;139;1;com foto;ativo no site;0
loja 01;29.12697_027;saia;saia;159;1;com foto;ativo no site;0
loja 01;29.17023_0024;blusa;blusa;119;1;com foto;ativo no site;0
loja 01;29.15483_0005;bermuda /short;short;199;1;com foto;ativo no site;0
loja 01;29.05450_019;blusa;blusa;89;1;com foto;ativo no site;0
loja 01;29.15492_27590;vestido;vestido;479;1;com foto;ativo no site;0
loja 01;29.11740_0332;vestido;vestido;199;1;com foto;ativo no site;0
loja 01;29.02783_019;vestido;vestido;139;1;com foto;ativo no site;0
loja 01;29.17336_30203;blusa;blusa;99;1;com foto;ativo no site;0
loja 01;29.15624_04070;vestido;vestido;299;1;com foto;ativo no site;0
loja 01;29.13625_27272;blusa;cropped;89;1;com foto;ativo no site;0
loja 01;29.13041_0024;vestido;vestido;199;1;com foto;desativado;falta de padrao no tamanho
loja 01;29.01044_016;calca;calca;269;1;com foto;ativo no site;0
loja 01;29.13158_010;acessório;pulseira;99;1;com foto;ativo no site;0
loja 01;29.14687_04022;vestido;vestido;299;1;com foto;ativo no site;0
loja 01;29.13162_2421;sapato;sandalia;199;1;com foto;ativo no site;0
loja 01;29.14702_0024;saia;saia;179;1;com foto;ativo no site;0
loja 01;29.15773_0024;vestido;vestido;259;1;com foto;ativo no site;0
loja 01;29.14718_04060;blusa;camisa;169;1;com foto;ativo no site;0
loja 01;29.15776_04066;blusa;camisa;199;1;com foto;ativo no site;0
loja 01;29.14736_0024;blusa;tunica;169;1;com foto;ativo no site;0
loja 01;29.15788_0024;vestido;vestido;199;1;com foto;ativo no site;0
loja 01;29.14778_04022;saia;saia;139;1;com foto;ativo no site;0
loja 01;29.15815_0024;vestido;vestido;199;1;com foto;ativo no site;0
loja 01;29.14788_04074;vestido;vestido;179;1;com foto;ativo no site;0
loja 01;29.15818_0024;calca;calca;189;1;com foto;ativo no site;0
loja 01;29.14804_27668;blusa;blusa;109;1;com foto;ativo no site;0
loja 01;29.07668_816;vestido;vestido;199;1;com foto;ativo no site;0
loja 01;29.14808_27411;calca;calca;119;1;com foto;ativo no site;0
loja 01;29.15928_30001;macacao;macacao;239;1;com foto;ativo no site;0
loja 01;29.14809_27416;calca;calca;139;1;com foto;ativo no site;0
loja 01;29.13345_27001;vestido;vestido;189;1;com foto;ativo no site;0
loja 01;29.14812_27669;calca;calca;199;1;com foto;ativo no site;0
loja 01;29.15945_04308;blusa;blusa;109;1;com foto;ativo no site;0
loja 01;29.14820_27413;vestido;vestido;129;1;com foto;desativado;falta de padrao no tamanho
loja 01;29.15953_04302;saia;saia;179;1;com foto;ativo no site;0
loja 01;29.05889_038;saia;saia;199;1;com foto;ativo no site;0
loja 01;29.13438_27000;blusa;blusa;79;1;com foto;ativo no site;0
loja 01;29.14842_0068;sapato;rasteira;239;1;com foto;ativo no site;0
loja 01;29.16039_0005;blusa;blusa;129;1;com foto;ativo no site;0
loja 01;29.14845_27418;vestido;vestido;159;1;com foto;ativo no site;0
loja 01;29.13466_04007;blusa;blusa;99;1;com foto;desativado;falta de padrao no tamanho
loja 01;29.11812_025;vestido;vestido;129;1;com foto;ativo no site;0
loja 01;29.16161_27255;bermuda /short;short;159;1;com foto;desativado;produto diferente da imagem
loja 01;29.14851_27600;blusa;top;99;1;com foto;ativo no site;0
loja 01;29.16361_04317;vestido;vestido;279;1;com foto;ativo no site;0
loja 01;29.01048_038;calca;calca;199;1;com foto;ativo no site;0
loja 01;29.16386_04317;blusa;camisa;199;1;com foto;ativo no site;0
loja 01;29.14863_27570;blusa;blusa;79;1;com foto;ativo no site;0
loja 01;29.13470_27249;blusa;blusa;99;1;com foto;ativo no site;0
loja 01;29.14874_04068;vestido;vestido;169;1;com foto;ativo no site;0
loja 01;29.13477_27252;vestido;vestido;389;1;com foto;ativo no site;0
loja 01;29.14888_04071;blusa;blusa;99;1;com foto;ativo no site;0
loja 01;29.13494_04035;calca;calca;299;1;com foto;ativo no site;0
loja 01;29.14900_04065;calca;calca;199;1;com foto;ativo no site;0
loja 01;29.16468_30031;casaco / jaqueta;casaco;239;1;com foto;ativo no site;0
loja 01;29.14903_04066;vestido;vestido;199;1;com foto;ativo no site;0
loja 01;29.07689_2436;vestido;vestido;149;1;com foto;ativo no site;0
loja 01;29.14908_27560;blusa;camisa;199;1;com foto;ativo no site;0
loja 01;29.16715_0001;blusa;regata;49;1;com foto;ativo no site;0
loja 01;29.14438_27278;macacao;macacao;149;1;com foto;ativo no site;0
loja 01;29.16766_0024;blusa;blusa;59;1;com foto;ativo no site;0
loja 01;29.14451_011;bermuda /short;short;89;1;com foto;ativo no site;0
loja 01;29.16866_0005;vestido;vestido;199;1;com foto;desativado;falta de padrao no tamanho
loja 01;29.14455_04035;calca;calca;149;1;com foto;ativo no site;0
loja 01;29.16939_04319;vestido;vestido;239;1;com foto;ativo no site;0
loja 01;29.14456_04035;blusa;blusa;89;1;com foto;ativo no site;0
loja 01;29.16958_04329;vestido;vestido;199;1;com foto;ativo no site;0
loja 01;29.14478_026;blusa;regata;129;1;com foto;ativo no site;0
loja 01;29.17028_031;blusa;blusa;89;1;com foto;ativo no site;0
loja 01;29.14509_27282;macacao;macacao;199;1;com foto;ativo no site;0
loja 01;29.17115_0024;blusa;blusa;79;1;com foto;ativo no site;0
loja 01;29.14633_1652;calca;calca;199;1;com foto;ativo no site;0
loja 01;29.17285_04328;sapato;sandalia;279;1;com foto;ativo no site;0
loja 01;29.14666_04017;acessório;colar;79;1;com foto;ativo no site;0
loja 01;29.17419_04014;blusa;blusa;179;1;com foto;ativo no site;0
loja 01;29.14671_04026;acessório;cinto;139;1;com foto;ativo no site;0
loja 01;29.14337_04006;blusa;blusa;79;1;com foto;ativo no site;0
loja 01;29.14674_04031;blusa;blusa;119;1;com foto;ativo no site;0
loja 01;29.14683_04034;vestido;vestido;399;1;com foto;ativo no site;0
cd sp;29.14008_04002;blusa;tunica;21384;224;com foto;ativo no site;0
cd sp;29.08852_1099;calca;calca;26549;191;sem foto;sem foto;0
cd sp;29.13366_27253;bermuda /short;short;23769;185;com foto;ativo no site;0
cd sp;29.14261_27292;blusa;blusa;22796;167;com foto;ativo no site;0
cd sp;29.13470_27249;blusa;blusa;14652;158;com foto;ativo no site;0
cd sp;29.16716_04328;blusa;blusa;14454;149;sem foto;sem foto;0
cd sp;29.13999_04019;colete / kimono;colete;24948;133;com foto;ativo no site;0
cd sp;29.06295_2435;bermuda /short;short;12375;128;com foto;desativado;problemas de qualidade do produto
cd sp;29.15671_0015;vestido;vestido;16958;127;sem foto;sem foto;0
cd sp;29.06735_098;calca;calca;16837;113;sem foto;sem foto;0
cd sp;29.15927_30014;blusa;top;8216;110;com foto;ativo no site;0
cd sp;29.15927_30015;blusa;top;8216;109;com foto;ativo no site;0
cd sp;29.13941_27258;blusa;blusa;14317;107;com foto;ativo no site;0
cd sp;29.14246_0005;sapato;rasteira;17711;105;com foto;ativo no site;0
cd sp;29.17028_031;blusa;blusa;8989;104;com foto;ativo no site;0
cd sp;29.14853_27418;blusa;top;7663;104;com foto;ativo no site;0
cd sp;29.14628_04003;blusa;blusa;13483;99;com foto;ativo no site;0
cd sp;29.14509_27282;macacao;macacao;18507;98;com foto;ativo no site;0
cd sp;29.13381_4451;blusa;top;9603;97;sem foto;sem foto;0
cd sp;29.14702_0024;saia;saia;15394;94;com foto;ativo no site;0
cd sp;29.14237_0005;sapato;sandalia;17313;94;com foto;ativo no site;0
cd sp;29.13361_27253;vestido;vestido;14328;94;com foto;ativo no site;0
cd sp;29.15321_04035;blusa;top;10965;93;com foto;ativo no site;0
cd sp;29.14005_04001;calca;calca;12218;93;com foto;ativo no site;0
cd sp;29.15481_27591;bermuda /short;short;14857;90;com foto;ativo no site;0
cd sp;29.17433_00083;casaco / jaqueta;casaco;34314;89;com foto;ativo no site;0
cd sp;29.13967_1511;bermuda /short;short;13833;89;com foto;ativo no site;0
cd sp;29.17285_04328;sapato;sandalia;18972;88;com foto;ativo no site;0
cd sp;29.15307_0024;bermuda /short;short;10008;86;com foto;ativo no site;0
cd sp;29.16554_04328;bermuda /short;short;8757;85;com foto;ativo no site;0
cd sp;29.17032_04000;sapato;sandalia;12888;84;sem foto;sem foto;0
cd sp;29.15812_0091;calca;calca;12402;84;sem foto;sem foto;0
cd sp;29.15104_04068;bermuda /short;short;10877;83;com foto;ativo no site;0
cd sp;29.14929_04076;blusa;top;9163;81;com foto;ativo no site;0
cd sp;29.16546_04328;bermuda /short;short;13783;79;com foto;ativo no site;0
cd sp;29.15811_0091;calca;calca;12084;78;sem foto;sem foto;0
cd sp;29.16039_0005;blusa;blusa;9159;76;com foto;ativo no site;0
cd sp;29.12282_0005;blusa;blusa;6004;76;sem foto;sem foto;0
cd sp;29.15216_04067;bermuda /short;short;9288;74;com foto;ativo no site;0
cd sp;29.14259_0024;blusa;blusa;9030;74;com foto;ativo no site;0
cd sp;29.16501_8240;casaco / jaqueta;casaco;14427;72;com foto;ativo no site;0
cd sp;29.14673_27270;blusa;top;6633;72;com foto;ativo no site;0
cd sp;29.16812_0015;saia;saia;9238;71;com foto;ativo no site;0
cd sp;29.13840_0015;colete / kimono;kimono;15572;71;com foto;ativo no site;0
cd sp;29.13156_0068;acessório;colar;3479;71;sem foto;sem foto;0
cd sp;29.16095_0091;blusa;cropped;6138;70;com foto;ativo no site;0
cd sp;29.17394_30163;blusa;top;7735;69;com foto;ativo no site;0
cd sp;29.17097_0005;blusa;blusa;6052;68;com foto;foto tratamento;0
cd sp;29.17398_04000;sapato;espadrille;16932;68;com foto;ativo no site;0
cd sp;29.16382_04317;blusa;top;5841;68;com foto;ativo no site;0
cd sp;29.10107_038;bolsa;bolsa;4692;68;sem foto;sem foto;0
cd sp;29.15720_04022;acessório;cinto;5148;67;com foto;ativo no site;0
cd sp;29.15154_0091;colete / kimono;colete;17629;65;com foto;ativo no site;0
cd sp;29.15008_04062;blusa;blusa;5340;65;com foto;foto tratamento;0
cd sp;29.14680_04002;vestido;vestido;8618;65;com foto;ativo no site;0
cd sp;29.17156_04328;blusa;top;8896;64;sem foto;sem foto;0
cd sp;29.16527_067;calca;calca;13695;63;com foto;ativo no site;0
cd sp;29.07698_019;vestido;vestido;12537;63;sem foto;sem foto;0
cd sp;29.14669_04061;vestido;vestido;10348;62;com foto;desativado;falta de padrao no tamanho
cd sp;29.16149_2614;blusa;blusa;4140;61;sem foto;sem foto;0
cd sp;29.11715_2718;colete / kimono;colete;8062;61;com foto;ativo no site;0
cd sp;29.05212_816;blusa;blusa;6039;61;sem foto;sem foto;0
cd sp;29.17143_0005;acessório;pulseira;6708;60;com foto;ativo no site;0
cd sp;29.15623_04003;blusa;top;5445;60;sem foto;sem foto;0
cd sp;29.14164_1652;blusa;blusa;6837;60;com foto;ativo no site;0
cd sp;29.15810_00083;blusa;body;13695;58;com foto;ativo no site;0
cd sp;29.14529_04013;acessório;pulseira;4356;58;com foto;ativo no site;0
cd sp;29.15319_8242;sapato;sandalia;11679;57;com foto;ativo no site;0
cd sp;29.16497_0005;casaco / jaqueta;casaco;7876;56;com foto;ativo no site;0
cd sp;29.15460_0005;blusa;top;6321;56;com foto;ativo no site;0
cd sp;29.14884_04074;blusa;blusa;4950;55;com foto;ativo no site;0
cd sp;29.15111_04068;colete / kimono;colete;7950;55;com foto;ativo no site;0
cd sp;29.14494_04002;blusa;regata;2352;55;com foto;desativado;produto diferente da imagem
cd sp;29.14524_04016;acessório;pulseira;4879;55;com foto;ativo no site;0
cd sp;29.01914_2511;blusa;blusa;2695;55;com foto;ativo no site;0
cd sp;29.15651_27561;sapato;sandalia;10878;54;com foto;ativo no site;0
cd sp;29.16502_0326;casaco / jaqueta;casaco;11655;54;com foto;ativo no site;0
cd sp;29.16502_0005;casaco / jaqueta;casaco;11396;54;com foto;ativo no site;0
cd sp;29.14332_04013;saia;saia;7314;54;com foto;desativado;produto diferente da imagem
cd sp;29.14852_27417;blusa;top;3397;53;com foto;ativo no site;0
cd sp;29.16445_2614;colete / kimono;kimono;7267;52;com foto;ativo no site;0
cd sp;29.15901_2614;blusa;blusa;2303;52;sem foto;sem foto;0
cd sp;29.13389_010;calca;calca;11233;52;com foto;ativo no site;0
cd sp;29.08143_038;macacao;macacao;24451;52;com foto;desativado;produto diferente da imagem
cd sp;29.16526_04311;blusa;blusa;7518;51;com foto;ativo no site;0
cd sp;29.16161_27255;bermuda /short;short;5883;50;com foto;desativado;produto diferente da imagem
cd sp;29.14569_04021;acessório;bracelete;5004;50;com foto;ativo no site;0
cd sp;29.14655_04014;acessório;colar;4865;49;com foto;ativo no site;0
cd sp;29.13844_1573;calca;calca;10755;49;com foto;ativo no site;0
cd sp;29.12202_0024;blusa;regata;3381;49;sem foto;sem foto;0
cd sp;29.15950_30015;casaco / jaqueta;casaco;15078;48;com foto;ativo no site;0
cd sp;29.16725_0005;vestido;vestido;5406;47;com foto;ativo no site;0
cd sp;29.16900_2279;vestido;vestido;6981;47;sem foto;sem foto;0
cd sp;29.15454_27661;blusa;camisa;7518;47;com foto;ativo no site;0
cd sp;29.14638_27385;blusa;blusa;6556;47;com foto;ativo no site;0
cd sp;29.01914_2507;blusa;blusa;2107;47;com foto;ativo no site;0
cd sp;29.17116_0199;acessório;brinco;4059;46;com foto;ativo no site;0
cd sp;29.14671_04026;acessório;cinto;5977;46;com foto;ativo no site;0
cd sp;29.14569_04018;acessório;bracelete;6394;46;com foto;ativo no site;0
cd sp;29.13466_04006;blusa;blusa;3762;46;com foto;desativado;falta de padrao no tamanho
cd sp;29.13562_04023;blusa;top;8358;46;com foto;ativo no site;0
cd sp;29.04875_019;blusa;blusa;17894;46;com foto;desativado;produto diferente da imagem
cd sp;29.16877_0005;blusa;regata;5282;45;sem foto;sem foto;0
